MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr der General einen Angriff startet .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr die Partner ein Doppelleben leben .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr der Journalist eine Aufnahme übertextet .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr die Freundinnen eine Traumhochzeit spielen .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr der Passant ein Kunstwerk bewirft .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr die Kinder eine Lösung finden .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr der Leser eine Zeitschrift abonniert .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr der Herr einen Bart rasiert .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr die Mamas einen Kaffee trinken .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr der Schriftsteller einen Roman schreibt .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr der Politiker eine Rede beendet .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr die Abgeordneten ein Grundgehalt bekommen .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr der Kleinbauer einen Bauzaun zieht .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr die Sportlerinnen eine Tour gewinnen .
MF[SO]VC[V]	base-pp	6	8	Weil in dem Jahr der Handwerker eine Bauausführung übernimmt .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr die Diebin einer Anklagebank entkommt .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr die Ratten einer Kanalisation entstammen .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr der Abiturient einem Vortrag folgt .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr der Referent einer Sitzung entschwindet .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr die Parkourläufer einem Hindernis begegnen .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr die Deserteure einem Ansehen schaden .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr der Manager einer Karriere nützt .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr die Pfadfinder einem Ameisenhaufen gleichen .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr die Fußgängerin einem Auto winkt .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr der Akteur einem Kommando untersteht .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr die Astronauten einer Bodenstation vertrauen .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr die Demonstranten einer Räumung entgehen .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr der Schreihals einem Impuls gehorcht .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr der Sekretär einer Anweisung trotzt .
MF[SO]VC[V]	dat-pp	6	8	Weil in dem Jahr die Gegner einem Aufruf antworten .
MF[SO]VC[V]	amb-pp	6	7	Weil in dem Jahr die Generäle Angriffe starten .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr die Partnerin ein Doppelleben lebt .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr die Journalistin eine Aufnahme übertextet .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr die Freundin eine Traumhochzeit spielt .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr die Passantin ein Kunstwerk bewirft .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr das Kind eine Lösung findet .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr die Leserin eine Zeitschrift abonniert .
MF[SO]VC[V]	amb-pp	6	7	Weil in dem Jahr die Herren Bärte rasieren .
MF[SO]VC[V]	amb-pp	6	7	Weil in dem Jahr die Mamas Kaffees trinken .
MF[SO]VC[V]	amb-pp	6	7	Weil in dem Jahr die Schriftsteller Romane schreiben .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr die Politikerin eine Rede beendet .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr die Abgeordnete ein Grundgehalt bekommt .
MF[SO]VC[V]	amb-pp	6	7	Weil in dem Jahr die Kleinbauern Bauzäune ziehen .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr die Sportlerin eine Tour gewinnt .
MF[SO]VC[V]	amb-pp	6	8	Weil in dem Jahr die Handwerkerin eine Bauausführung übernimmt .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr der General einen Angriff starten wird .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr die Partner ein Doppelleben leben werden .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr der Journalist eine Aufnahme übertexten wird .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr die Freundinnen eine Traumhochzeit spielen werden .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr der Passant ein Kunstwerk bewerfen wird .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr die Kinder eine Lösung finden werden .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr der Leser eine Zeitschrift abonnieren wird .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr der Herr einen Bart rasieren wird .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr die Mamas einen Kaffee trinken werden .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr der Schriftsteller einen Roman schreiben wird .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr der Politiker eine Rede beenden wird .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr die Abgeordneten ein Grundgehalt bekommen werden .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr der Kleinbauer einen Bauzaun ziehen wird .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr die Sportlerinnen eine Tour gewinnen werden .
MF[SO]VC[V]	aux-pp	6	8	Weil in dem Jahr der Handwerker eine Bauausführung übernehmen wird .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr er einen Angriff startet .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr sie ein Doppelleben leben .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr er eine Aufnahme übertextet .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr wir eine Traumhochzeit spielen .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr er ein Kunstwerk bewirft .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr sie eine Lösung finden .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr ich eine Zeitschrift abonniere .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr du einen Bart rasierst .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr ihr einen Kaffee trinkt .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr er einen Roman schreibt .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr wir eine Rede beenden .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr du ein Grundgehalt bekommst .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr wir einen Bauzaun ziehen .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr ihr eine Tour gewinnt .
MF[SO]VC[V]	spron-pp	5	7	Weil in dem Jahr du eine Bauausführung übernimmst .
VF[ADV]LK[V]MF[OS]	opron-pp	8	3	Deshalb startet ihn in dem Jahr der General .
LK[V]MF[OS]	opron-pp	7	2	Startet ihn in dem Jahr der General ?
MF[SO]VC[V]	opron-pp	6	7	Weil in dem Jahr der General ihn startet .
MF[OS]VC[V]	opron-pp	7	5	Weil in dem Jahr ihn der General startet .
VF[ADV]LK[V]MF[OS]	opron-pp	8	3	Deshalb leben ihn in dem Jahr die Partner .
LK[V]MF[OS]	opron-pp	7	2	Leben ihn in dem Jahr die Partner ?
MF[SO]VC[V]	opron-pp	6	7	Weil in dem Jahr die Partner ihn leben .
MF[OS]VC[V]	opron-pp	7	5	Weil in dem Jahr ihn die Partner leben .
VF[ADV]LK[V]MF[OS]	opron-pp	8	3	Deshalb übertextet sie in dem Jahr der Journalist .
LK[V]MF[OS]	opron-pp	7	2	Übertextet sie in dem Jahr der Journalist ?
MF[SO]VC[V]	opron-pp	6	7	Weil in dem Jahr der Journalist sie übertextet .
MF[OS]VC[V]	opron-pp	7	5	Weil in dem Jahr sie der Journalist übertextet .
VF[ADV]LK[V]MF[OS]	opron-pp	8	3	Deshalb spielen ihn in dem Jahr die Freundinnen .
LK[V]MF[OS]	opron-pp	7	2	Spielen ihn in dem Jahr die Freundinnen ?
MF[SO]VC[V]	opron-pp	6	7	Weil in dem Jahr die Freundinnen ihn spielen .
MF[OS]VC[V]	opron-pp	7	5	Weil in dem Jahr ihn die Freundinnen spielen .
VF[ADV]LK[V]MF[OS]	opron-pp	8	3	Deshalb bewirft sie in dem Jahr der Passant .
LK[V]MF[OS]	opron-pp	7	2	Bewirft sie in dem Jahr der Passant ?
MF[SO]VC[V]	opron-pp	6	7	Weil in dem Jahr der Passant sie bewirft .
MF[OS]VC[V]	opron-pp	7	5	Weil in dem Jahr sie der Passant bewirft .
VF[ADV]LK[V]MF[OS]	opron-pp	8	3	Deshalb finden ihn in dem Jahr die Kinder .
LK[V]MF[OS]	opron-pp	7	2	Finden ihn in dem Jahr die Kinder ?
MF[SO]VC[V]	opron-pp	6	7	Weil in dem Jahr die Kinder ihn finden .
MF[OS]VC[V]	opron-pp	7	5	Weil in dem Jahr ihn die Kinder finden .
VF[ADV]LK[V]MF[OS]	opron-pp	8	3	Deshalb abonniert sie in dem Jahr der Leser .
LK[V]MF[OS]	opron-pp	7	2	Abonniert sie in dem Jahr der Leser ?
MF[SO]VC[V]	opron-pp	6	7	Weil in dem Jahr der Leser sie abonniert .
MF[OS]VC[V]	opron-pp	7	5	Weil in dem Jahr sie der Leser abonniert .
VF[ADV]LK[V]MF[OS]	opron-pp	8	3	Deshalb rasiert ihn in dem Jahr der Herr .
LK[V]MF[OS]	opron-pp	7	2	Rasiert ihn in dem Jahr der Herr ?
MF[SO]VC[V]	opron-pp	6	7	Weil in dem Jahr der Herr ihn rasiert .
MF[OS]VC[V]	opron-pp	7	5	Weil in dem Jahr ihn der Herr rasiert .
